ParentTermID,Count,Percent,ParentTermDescription,Ontology,EnrichedGOIDs,Term,Annotated,Significant,Expected,weightFisher,Class,GeneList,Contrast,Direction
GO:0140657,1,14.285714285714286,ATP-dependent activity,MF,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",5,1,0.04,0.038,Molecular_Function,"pdam_00002790,pdam_00007061",Wounded 1h vs Wounded 0h,Upregulated
GO:0005634,1,14.285714285714286,nucleus,CC,GO:0016592,mediator complex,19,2,0.13,0.007,Cellular_Component,"pdam_00001457,pdam_00002532,pdam_00016579",Wounded 1h vs Wounded 0h,Upregulated
GO:0005739,1,14.285714285714286,mitochondrion,CC,GO:0005740,mitochondrial envelope,38,2,0.26,0.0194,Cellular_Component,"pdam_00003431,pdam_00013840,pdam_00015392,pdam_00015455,pdam_00018049,pdam_00021589",Wounded 1h vs Wounded 0h,Upregulated
GO:0005856,1,14.285714285714286,cytoskeleton,CC,GO:0005868,cytoplasmic dynein complex,6,1,0.04,0.0402,Cellular_Component,pdam_00015293,Wounded 1h vs Wounded 0h,Upregulated
GO:0005886,1,14.285714285714286,plasma membrane,CC,GO:0008076,voltage-gated potassium channel complex,58,3,0.39,0.0064,Cellular_Component,"pdam_00002653,pdam_00003505,pdam_00003506,pdam_00008596,pdam_00012526,pdam_00019542",Wounded 1h vs Wounded 0h,Upregulated
GO:0043226,3,42.857142857142854,organelle,CC,GO:0016592,mediator complex,19,2,0.13,0.007,Cellular_Component,"pdam_00001457,pdam_00002532,pdam_00016579",Wounded 1h vs Wounded 0h,Upregulated
GO:0043226,3,42.857142857142854,organelle,CC,GO:0005740,mitochondrial envelope,38,2,0.26,0.0194,Cellular_Component,"pdam_00003431,pdam_00013840,pdam_00015392,pdam_00015455,pdam_00018049,pdam_00021589",Wounded 1h vs Wounded 0h,Upregulated
GO:0043226,3,42.857142857142854,organelle,CC,GO:0005868,cytoplasmic dynein complex,6,1,0.04,0.0402,Cellular_Component,pdam_00015293,Wounded 1h vs Wounded 0h,Upregulated
NA,NA,NA,NA,MF,GO:0005515,protein binding,3234,37,24.84,0.018,Molecular_Function,"pdam_00000014,pdam_00000064,pdam_00000286,pdam_00000352,pdam_00000381,pdam_00000410,pdam_00000513,pdam_00000529,pdam_00000597,pdam_00000638,pdam_00000653,pdam_00000700,pdam_00000736,pdam_00000791,pdam_00000796,pdam_00000964,pdam_00001107,pdam_00001240,pdam_00001355,pdam_00001370,pdam_00001540,pdam_00001600,pdam_00001649,pdam_00001678,pdam_00001687,pdam_00001693,pdam_00001755,pdam_00001939,pdam_00001971,pdam_00002081,pdam_00002115,pdam_00002150,pdam_00002162,pdam_00002224,pdam_00002278,pdam_00002322,pdam_00002445,pdam_00002503,pdam_00002554,pdam_00002594,pdam_00002608,pdam_00002624,pdam_00002687,pdam_00002880,pdam_00002935,pdam_00003082,pdam_00003095,pdam_00003096,pdam_00003203,pdam_00003219,pdam_00003283,pdam_00003343,pdam_00003351,pdam_00003477,pdam_00003481,pdam_00003491,pdam_00003505,pdam_00003506,pdam_00003697,pdam_00003711,pdam_00003734,pdam_00003945,pdam_00004030,pdam_00004111,pdam_00004113,pdam_00004236,pdam_00004325,pdam_00004417,pdam_00004502,pdam_00004733,pdam_00004743,pdam_00004804,pdam_00004842,pdam_00004917,pdam_00004922,pdam_00005047,pdam_00005117,pdam_00005191,pdam_00005209,pdam_00005282,pdam_00005368,pdam_00005375,pdam_00005427,pdam_00005465,pdam_00005619,pdam_00005727,pdam_00005768,pdam_00005858,pdam_00005907,pdam_00005912,pdam_00006110,pdam_00006121,pdam_00006324,pdam_00006463,pdam_00006525,pdam_00006636,pdam_00006642,pdam_00006657,pdam_00006682,pdam_00007060,pdam_00007131,pdam_00007134,pdam_00007159,pdam_00007239,pdam_00007357,pdam_00007444,pdam_00007493,pdam_00007552,pdam_00007559,pdam_00007567,pdam_00007571,pdam_00007730,pdam_00007750,pdam_00007774,pdam_00007836,pdam_00008046,pdam_00008063,pdam_00008126,pdam_00008160,pdam_00008204,pdam_00008237,pdam_00008393,pdam_00008510,pdam_00008561,pdam_00008670,pdam_00008680,pdam_00008818,pdam_00008969,pdam_00009093,pdam_00009110,pdam_00009116,pdam_00009340,pdam_00009344,pdam_00009441,pdam_00009468,pdam_00009485,pdam_00009550,pdam_00009553,pdam_00009588,pdam_00009936,pdam_00009952,pdam_00010105,pdam_00010155,pdam_00010256,pdam_00010273,pdam_00010344,pdam_00010345,pdam_00010593,pdam_00010608,pdam_00010615,pdam_00010758,pdam_00010793,pdam_00010824,pdam_00010890,pdam_00010990,pdam_00011338,pdam_00011358,pdam_00011402,pdam_00011570,pdam_00011616,pdam_00011701,pdam_00011739,pdam_00011832,pdam_00011918,pdam_00011940,pdam_00011949,pdam_00011995,pdam_00012035,pdam_00012101,pdam_00012212,pdam_00012274,pdam_00012526,pdam_00012546,pdam_00012769,pdam_00012914,pdam_00012938,pdam_00013095,pdam_00013147,pdam_00013154,pdam_00013172,pdam_00013305,pdam_00013310,pdam_00013314,pdam_00013462,pdam_00013529,pdam_00013566,pdam_00013786,pdam_00013810,pdam_00013922,pdam_00013943,pdam_00013980,pdam_00013981,pdam_00014060,pdam_00014298,pdam_00014586,pdam_00014637,pdam_00014658,pdam_00014916,pdam_00014959,pdam_00014990,pdam_00014997,pdam_00015032,pdam_00015170,pdam_00015207,pdam_00015217,pdam_00015299,pdam_00015303,pdam_00015319,pdam_00015394,pdam_00015396,pdam_00015403,pdam_00015409,pdam_00015438,pdam_00015494,pdam_00015592,pdam_00015758,pdam_00015998,pdam_00016002,pdam_00016165,pdam_00016177,pdam_00016509,pdam_00016711,pdam_00016734,pdam_00017083,pdam_00017282,pdam_00017349,pdam_00017449,pdam_00017495,pdam_00017581,pdam_00017611,pdam_00017729,pdam_00017784,pdam_00017971,pdam_00018125,pdam_00018199,pdam_00018228,pdam_00018352,pdam_00018527,pdam_00018534,pdam_00018562,pdam_00018645,pdam_00018793,pdam_00018835,pdam_00018900,pdam_00018950,pdam_00019081,pdam_00019130,pdam_00019180,pdam_00019365,pdam_00019447,pdam_00019517,pdam_00019542,pdam_00019569,pdam_00019576,pdam_00019651,pdam_00019706,pdam_00019762,pdam_00019785,pdam_00020096,pdam_00020127,pdam_00020289,pdam_00020359,pdam_00020365,pdam_00020375,pdam_00020381,pdam_00020400,pdam_00020414,pdam_00020418,pdam_00020504,pdam_00020588,pdam_00020766,pdam_00020772,pdam_00020996,pdam_00021005,pdam_00021088,pdam_00021668,pdam_00021695,pdam_00021716,pdam_00021877,pdam_00022019,pdam_00022061,pdam_00022365,pdam_00022471,pdam_00022662,pdam_00022718,pdam_00022740,pdam_00022847,pdam_00022994,pdam_00023068,pdam_00023261,pdam_00023282,pdam_00023572,pdam_00023622,pdam_00023715,pdam_00024005,pdam_00024229,pdam_00024503,pdam_00024539,pdam_00024567,pdam_00024621,pdam_00024639,pdam_00024741,pdam_00024751,pdam_00024838,pdam_00024941,pdam_00024953,pdam_00024958,pdam_00025704,pdam_00025760,pdam_00025814,pdam_00025834,pdam_00025880",Wounded 1h vs Wounded 0h,Upregulated
NA,NA,NA,NA,CC,GO:0033180,"proton-transporting V-type ATPase, V1 domain",5,1,0.03,0.0336,Cellular_Component,pdam_00007061,Wounded 1h vs Wounded 0h,Upregulated
GO:0000278,1,12.5,mitotic cell cycle,BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,8,1,0.04,0.041,Biological_Process,"pdam_00016097,pdam_00018900",Wounded 1h vs Wounded 0h,Downregulated
GO:0006281,1,12.5,DNA repair,BP,GO:0006281,DNA repair,118,3,0.62,0.024,Biological_Process,"pdam_00003759,pdam_00006836,pdam_00010024,pdam_00010137,pdam_00011337,pdam_00012014,pdam_00013314,pdam_00015161,pdam_00015412,pdam_00015787,pdam_00020872,pdam_00021370,pdam_00022399",Wounded 1h vs Wounded 0h,Downregulated
GO:0006766,1,12.5,vitamin metabolic process,BP,GO:0042364,water-soluble vitamin biosynthetic process,6,1,0.03,0.031,Biological_Process,pdam_00008884,Wounded 1h vs Wounded 0h,Downregulated
GO:0016071,1,12.5,mRNA metabolic process,BP,GO:0000398,"mRNA splicing, via spliceosome",36,2,0.19,0.015,Biological_Process,"pdam_00001253,pdam_00002728,pdam_00006804,pdam_00007814,pdam_00010525,pdam_00014534,pdam_00023092",Wounded 1h vs Wounded 0h,Downregulated
GO:0048870,2,25,cell motility,BP,GO:2000145,regulation of cell motility,6,1,0.03,0.031,Biological_Process,pdam_00016097,Wounded 1h vs Wounded 0h,Downregulated
GO:0048870,2,25,cell motility,BP,GO:0016477,cell migration,7,1,0.04,0.036,Biological_Process,pdam_00016097,Wounded 1h vs Wounded 0h,Downregulated
GO:0050877,1,12.5,nervous system process,BP,GO:0007601,visual perception,5,1,0.03,0.026,Biological_Process,pdam_00018734,Wounded 1h vs Wounded 0h,Downregulated
GO:0055086,1,12.5,nucleobase-containing small molecule metabolic process,BP,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,5,1,0.03,0.026,Biological_Process,pdam_00010140,Wounded 1h vs Wounded 0h,Downregulated
GO:0003723,1,7.142857142857143,RNA binding,MF,GO:0003723,RNA binding,196,5,1.3,0.0095,Molecular_Function,"pdam_00000513,pdam_00001087,pdam_00001654,pdam_00002765,pdam_00002942,pdam_00003704,pdam_00004605,pdam_00006804,pdam_00010794,pdam_00011165,pdam_00011378,pdam_00012629,pdam_00013154,pdam_00013243,pdam_00013247,pdam_00014534,pdam_00015009,pdam_00015016,pdam_00016288,pdam_00016713,pdam_00017311,pdam_00017490,pdam_00017581,pdam_00017591,pdam_00017618,pdam_00022815",Wounded 1h vs Wounded 0h,Downregulated
GO:0003824,5,35.714285714285715,catalytic activity,MF,GO:0004843,cysteine-type deubiquitinase activity,15,2,0.1,0.0043,Molecular_Function,"pdam_00006084,pdam_00009518,pdam_00011018,pdam_00016167",Wounded 1h vs Wounded 0h,Downregulated
GO:0003824,5,35.714285714285715,catalytic activity,MF,GO:0004386,helicase activity,37,2,0.25,0.0248,Molecular_Function,"pdam_00002942,pdam_00008622,pdam_00009328",Wounded 1h vs Wounded 0h,Downregulated
GO:0003824,5,35.714285714285715,catalytic activity,MF,GO:0070008,serine-type exopeptidase activity,6,1,0.04,0.0391,Molecular_Function,pdam_00006251,Wounded 1h vs Wounded 0h,Downregulated
GO:0003824,5,35.714285714285715,catalytic activity,MF,GO:0019104,DNA N-glycosylase activity,7,1,0.05,0.0455,Molecular_Function,pdam_00015787,Wounded 1h vs Wounded 0h,Downregulated
GO:0003824,5,35.714285714285715,catalytic activity,MF,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",7,1,0.05,0.0455,Molecular_Function,"pdam_00005279,pdam_00018539",Wounded 1h vs Wounded 0h,Downregulated
GO:0016787,3,21.428571428571427,hydrolase activity,MF,GO:0004843,cysteine-type deubiquitinase activity,15,2,0.1,0.0043,Molecular_Function,"pdam_00006084,pdam_00009518,pdam_00011018,pdam_00016167",Wounded 1h vs Wounded 0h,Downregulated
GO:0016787,3,21.428571428571427,hydrolase activity,MF,GO:0070008,serine-type exopeptidase activity,6,1,0.04,0.0391,Molecular_Function,pdam_00006251,Wounded 1h vs Wounded 0h,Downregulated
GO:0016787,3,21.428571428571427,hydrolase activity,MF,GO:0019104,DNA N-glycosylase activity,7,1,0.05,0.0455,Molecular_Function,pdam_00015787,Wounded 1h vs Wounded 0h,Downregulated
GO:0016874,1,7.142857142857143,ligase activity,MF,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",7,1,0.05,0.0455,Molecular_Function,"pdam_00005279,pdam_00018539",Wounded 1h vs Wounded 0h,Downregulated
GO:0140096,2,14.285714285714286,"catalytic activity, acting on a protein",MF,GO:0004843,cysteine-type deubiquitinase activity,15,2,0.1,0.0043,Molecular_Function,"pdam_00006084,pdam_00009518,pdam_00011018,pdam_00016167",Wounded 1h vs Wounded 0h,Downregulated
GO:0140096,2,14.285714285714286,"catalytic activity, acting on a protein",MF,GO:0070008,serine-type exopeptidase activity,6,1,0.04,0.0391,Molecular_Function,pdam_00006251,Wounded 1h vs Wounded 0h,Downregulated
GO:0140097,1,7.142857142857143,"catalytic activity, acting on DNA",MF,GO:0019104,DNA N-glycosylase activity,7,1,0.05,0.0455,Molecular_Function,pdam_00015787,Wounded 1h vs Wounded 0h,Downregulated
GO:0140657,1,7.142857142857143,ATP-dependent activity,MF,GO:0004386,helicase activity,37,2,0.25,0.0248,Molecular_Function,"pdam_00002942,pdam_00008622,pdam_00009328",Wounded 1h vs Wounded 0h,Downregulated
NA,NA,NA,NA,CC,GO:0005622,intracellular anatomical structure,1459,13,7.72,0.0071,Cellular_Component,"pdam_00000330,pdam_00000555,pdam_00000728,pdam_00000771,pdam_00000791,pdam_00000796,pdam_00000968,pdam_00001253,pdam_00001390,pdam_00001457,pdam_00001595,pdam_00001657,pdam_00001732,pdam_00002115,pdam_00002215,pdam_00002224,pdam_00002335,pdam_00002503,pdam_00002532,pdam_00002553,pdam_00002687,pdam_00002728,pdam_00002875,pdam_00002942,pdam_00003082,pdam_00003180,pdam_00003300,pdam_00003377,pdam_00003431,pdam_00003701,pdam_00003718,pdam_00003759,pdam_00003971,pdam_00003988,pdam_00004033,pdam_00004236,pdam_00004440,pdam_00004502,pdam_00004509,pdam_00004654,pdam_00004659,pdam_00004684,pdam_00005508,pdam_00005585,pdam_00005591,pdam_00005595,pdam_00005619,pdam_00005660,pdam_00005846,pdam_00005854,pdam_00006393,pdam_00006654,pdam_00006697,pdam_00006804,pdam_00007008,pdam_00007010,pdam_00007060,pdam_00007138,pdam_00007177,pdam_00007461,pdam_00007814,pdam_00007957,pdam_00008149,pdam_00008561,pdam_00008675,pdam_00008876,pdam_00008961,pdam_00008969,pdam_00009105,pdam_00009108,pdam_00009480,pdam_00009518,pdam_00009542,pdam_00009553,pdam_00009850,pdam_00010024,pdam_00010105,pdam_00010332,pdam_00010489,pdam_00010542,pdam_00010608,pdam_00010693,pdam_00010727,pdam_00011166,pdam_00011819,pdam_00011940,pdam_00012014,pdam_00012206,pdam_00012274,pdam_00012402,pdam_00012672,pdam_00012697,pdam_00012938,pdam_00012973,pdam_00013177,pdam_00013270,pdam_00013286,pdam_00013314,pdam_00013382,pdam_00013395,pdam_00013407,pdam_00013680,pdam_00013840,pdam_00013922,pdam_00014298,pdam_00014504,pdam_00014534,pdam_00014658,pdam_00014959,pdam_00015009,pdam_00015015,pdam_00015016,pdam_00015161,pdam_00015170,pdam_00015217,pdam_00015293,pdam_00015392,pdam_00015396,pdam_00015412,pdam_00015455,pdam_00015495,pdam_00016018,pdam_00016579,pdam_00016598,pdam_00016686,pdam_00016714,pdam_00017008,pdam_00017479,pdam_00017495,pdam_00017581,pdam_00017591,pdam_00017784,pdam_00017893,pdam_00018049,pdam_00018162,pdam_00018228,pdam_00018310,pdam_00019665,pdam_00019762,pdam_00019802,pdam_00019803,pdam_00020191,pdam_00020215,pdam_00020400,pdam_00020529,pdam_00020539,pdam_00020588,pdam_00020872,pdam_00021028,pdam_00021257,pdam_00021370,pdam_00021437,pdam_00021589,pdam_00022123,pdam_00022146,pdam_00022365,pdam_00022399,pdam_00022518,pdam_00022740,pdam_00022873,pdam_00023092,pdam_00023199,pdam_00024072",Wounded 1h vs Wounded 0h,Downregulated
NA,NA,NA,NA,BP,GO:0009615,response to virus,19,2,0.1,0.01,Biological_Process,"pdam_00003701,pdam_00010332,pdam_00022061",Wounded 1h vs Wounded 0h,Downregulated
NA,NA,NA,NA,BP,GO:0016310,phosphorylation,465,3,2.45,0.037,Biological_Process,"pdam_00001122,pdam_00002685,pdam_00003759,pdam_00004048,pdam_00005282,pdam_00005993,pdam_00007197,pdam_00007357,pdam_00007559,pdam_00007934,pdam_00008063,pdam_00008237,pdam_00009135,pdam_00010352,pdam_00010796,pdam_00013325,pdam_00013583,pdam_00013623,pdam_00013972,pdam_00014852,pdam_00014942,pdam_00014990,pdam_00015395,pdam_00015822,pdam_00016363,pdam_00017438,pdam_00017888,pdam_00018076,pdam_00018536,pdam_00020536,pdam_00021135,pdam_00021474,pdam_00021919,pdam_00022471,pdam_00023199,pdam_00023206,pdam_00023832,pdam_00024639,pdam_00024941",Wounded 1h vs Wounded 0h,Downregulated
NA,NA,NA,NA,BP,GO:1901617,organic hydroxy compound biosynthetic process,8,1,0.04,0.041,Biological_Process,"pdam_00008884,pdam_00023720",Wounded 1h vs Wounded 0h,Downregulated
NA,NA,NA,NA,BP,GO:0006081,cellular aldehyde metabolic process,8,1,0.04,0.041,Biological_Process,pdam_00008884,Wounded 1h vs Wounded 0h,Downregulated
