"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_Function","contrast"
"pdam_00000041",75.1535966425171,-1.09294411217791,0.248702222076142,-4.39458925237629,1.10982399293452e-05,0.000613939584430455,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000078",23.5570019449515,1.22828119747325,0.392292418052408,3.1310347611897,0.0017419154085932,0.0293660305297856,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000150",29.8465925430644,-1.5045945490491,0.457465920841003,-3.28897625047798,0.00100552507978679,0.0199828256268546,"Matn4: Matrilin-4 (Mus musculus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000286",733.913274086339,0.78748349434481,0.160950657724106,4.89270131281274,9.94612944194112e-07,8.49795216560404e-05,"TEKT1: Tektin-1 (Homo sapiens)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000419",30.762856629413,3.53516195901515,0.693343324551011,5.09871781242635,3.41961889065974e-07,3.50973337589159e-05,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000529",68.8653819784266,-1.40373858102834,0.455414870825184,-3.08232925834164,0.00205387518943205,0.0333403303107963,"ttc34: Tetratricopeptide repeat protein 34 (Xenopus laevis)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000613",491.218072431958,0.48952544277618,0.149065866975679,3.28395395074615,0.00102361646266324,0.0202723265220891,"CFAP65: Cilia- and flagella-associated protein 65 (Gallus gallus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000653",75.0771734141056,-0.814380446602715,0.275845689982786,-2.95230440850294,0.00315411820384418,0.0448881097685046,"HOP1: Hsp70-Hsp90 organizing protein 1 (Arabidopsis thaliana)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000675",229.675772716157,-0.754297020884605,0.233178893622112,-3.234842610185,0.00121709801422168,0.0227773193739491,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000869",287.475195574066,1.14547187053961,0.386654375906678,2.96252141942931,0.00305130578872336,0.0438329746181131,"Pex11a: Peroxisomal membrane protein 11A (Rattus norvegicus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00000913",22.8470701147966,1.40636364994293,0.46431028502049,3.02893064253546,0.00245421019174556,0.0379983454640378,"Hcrtr1: Orexin receptor type 1 (Mus musculus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001087",741.169688042443,-0.541211161651958,0.138383341186386,-3.91095602268347,9.19315115925796e-05,0.00341738117922393,"Tdrkh: Tudor and KH domain-containing protein (Mus musculus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001089",256.856586104092,0.575991288527922,0.197950585449155,2.90977309928628,0.00361691235277287,0.0496003299873113,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001101",44.0919161395023,1.25201431924218,0.393805938820132,3.17926723754673,0.00147647898374646,0.0262469069016977,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001240",13.910515353053,-2.62207642353405,0.84775866558534,-3.09295148487055,0.00198176530266974,0.0324052384511698,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001457",334.592129240939,0.467004728379053,0.158854553421067,2.93982588677323,0.00328396726747517,0.0462390524917405,"Med20: Mediator of RNA polymerase II transcription subunit 20 (Mus musculus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001512",249.597698973611,0.846203884861565,0.28530637039342,2.96594809185193,0.00301751414503281,0.043434340095217,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001518",82.3188910875692,1.00154492961002,0.276896990119346,3.61703075637746,0.00029800190560404,0.00832721420813756,"Gpn2: GPN-loop GTPase 2 (Rattus norvegicus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001540",271.536551223142,-0.490459962505385,0.164909360732462,-2.97411839041129,0.00293831682940264,0.0428654479675856,"NUP43: Nucleoporin Nup43 (Homo sapiens)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001642",31.5086107507156,1.94996494016,0.411235298908162,4.74172558955225,2.11905522403373e-06,0.000156474489597314,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001649",386.583332852762,0.572324879040214,0.187421733795932,3.05367401874198,0.00226057571408625,0.0356097631203904,"Ano7: Anoctamin-7 (Rattus norvegicus)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001681",1917.62015741742,-0.417770870282495,0.128175753182008,-3.25935958955719,0.0011166403822609,0.0215141138112345,"ATP7B: Copper-transporting ATPase 2 (Homo sapiens)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00001857",620.61742641551,0.736394845678715,0.178204291683304,4.13230702090721,3.5914026135904e-05,0.00156706147730432,"CFAP45: Cilia- and flagella-associated protein 45 (Homo sapiens)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00002144",105.719509686727,-0.797678096729351,0.241213876231574,-3.30693287298096,0.000943234920622904,0.0191689298501185,"SOX14: Transcription factor SOX-14 (Macaca fascicularis)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00002307",355.165722689457,-0.724766788801992,0.209415544846452,-3.46090252914799,0.000538367700200788,0.0127936466938381,"unknown function","Wounded 1h vs 0h (injury-filtered)"
"pdam_00002320",96.668370303808,1.36022254274452,0.315014948035379,4.31796189745177,1.57476606935486e-05,0.00083437037291565,"tctex1d1-b: Tctex1 domain-containing protein 1-B (Fragment) (Xenopus laevis)","Wounded 1h vs 0h (injury-filtered)"
"pdam_00002352",375.494831007373,0.718623131392601,0.197266731633837,3.6429007843375,0.000269582768023576,0.00769112096394535,"unknown function","Wounded 1h vs 0h (injury-filtered)"
