"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_Function","group"
"pdam_00004042",523.904118521902,-0.561485983178155,0.150015743474565,-3.74284705173863,0.000181946984478534,0.0380280835565363,"micu1: Calcium uptake protein 1%2C mitochondrial (Xenopus tropicalis)","Wounded_4 vs Control_4"
"pdam_00004113",184.936372316011,2.414000942636,0.501706965672592,4.81157549686354,1.49745147767131e-06,0.00223502952217319,"unknown function","Wounded_4 vs Control_4"
"pdam_00004204",299.13190929576,0.895382194335611,0.238571140998775,3.75310354214304,0.00017465866922268,0.0374121591109547,"cdc14ab: Dual specificity protein phosphatase CDC14AB (Danio rerio)","Wounded_4 vs Control_4"
"pdam_00004318",615.873585636363,-0.606388845474899,0.158014782047808,-3.83754505506602,0.000124270439026505,0.0303513601353281,"COMMD5: COMM domain-containing protein 5 (Homo sapiens)","Wounded_4 vs Control_4"
"pdam_00004955",101.904472705466,1.37852609245544,0.339849478205525,4.05628426953702,4.98595714109541e-05,0.0196989300812749,"FOXI1: Forkhead box protein I1 (Homo sapiens)","Wounded_4 vs Control_4"
"pdam_00004981",69.7382038230193,-1.14604630100563,0.256803934243498,-4.46272875211861,8.09224648947869e-06,0.00743932021778973,"FBL4: F-box/LRR-repeat protein 4 (Arabidopsis thaliana)","Wounded_4 vs Control_4"
"pdam_00005279",811.640492381404,0.628470131663391,0.16750470410936,3.75195511675347,0.00017546088170849,0.0374121591109547,"Carbamoyl-phosphate synthase [ammonia]%2C mitochondrial (Lithobates catesbeiana)","Wounded_4 vs Control_4"
"pdam_00005375",292.866584576773,-0.518347239222334,0.1435657644715,-3.61052122092265,0.000305582297237133,0.0461223258290607,"alr2800: Uncharacterized WD repeat-containing protein alr2800 (Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576))","Wounded_4 vs Control_4"
"pdam_00005383",786.727158464319,0.690890928218028,0.150108711518301,4.60260381446148,4.17241467658711e-06,0.00467067052921622,"unknown function","Wounded_4 vs Control_4"
"pdam_00005899",172.18002343043,-1.70756424990315,0.364367828313137,-4.68637491352742,2.78086648394565e-06,0.00339594358898563,"UGT2B7: UDP-glucuronosyltransferase 2B7 (Homo sapiens)","Wounded_4 vs Control_4"
"pdam_00006106",56.7484719059652,-2.51262903474322,0.583412414199177,-4.30678020143296,1.65648060527587e-05,0.0119458519480386,"unknown function","Wounded_4 vs Control_4"
"pdam_00006136",151.40913641932,-0.612678463591708,0.166047019361795,-3.68978898836336,0.00022444013938063,0.0418736721152777,"tmem5: Transmembrane protein 5 (Danio rerio)","Wounded_4 vs Control_4"
"pdam_00006248",507.731156279759,0.965498546892654,0.254062325548727,3.80024289239798,0.000144554329904581,0.0334792812691076,"unknown function","Wounded_4 vs Control_4"
"pdam_00006250",456.260336075822,-0.770939086322688,0.190529062541792,-4.0463070359861,5.20319777680489e-05,0.0198021319142446,"ZDHHC16: Probable palmitoyltransferase ZDHHC16 (Macaca fascicularis)","Wounded_4 vs Control_4"
"pdam_00006592",114.315876764116,-1.28944488967852,0.274837060838891,-4.69167035094438,2.70983503736204e-06,0.00339594358898563,"TMEM167A: Protein kish-A (Taeniopygia guttata)","Wounded_4 vs Control_4"
"pdam_00007177",9248.24510793502,0.49162595684007,0.11604978805545,4.23633653346409,2.27196183714808e-05,0.013872392435641,"RPL26: 60S ribosomal protein L26 (Littorina littorea)","Wounded_4 vs Control_4"
